stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
63,63,Bay & Goodman,BAY ST & GOODMAN ST N,43.170985,-77.579126,,,,,,0
64,64,Bay & Goodman,BAY ST & GOODMAN ST N,43.171086,-77.579736,,,,,,0
65,65,Bay & Harvest,BAY ST & HARVEST ST,43.170974,-77.583961,,,,,,0
66,66,Bay & High Vista,,43.203032,-77.512002,,,,,,0
71,71,Bay & McKinster,BAY ST & MCKINSTER ST,43.171363,-77.565281,,,,,,0
72,72,Bay & Morton,BAY ST & MORTON ST,43.171285,-77.572739,,,,,,0
76,76,Bay & Salisbury,BAY ST & SALISBURY ST,43.171319,-77.567469,,,,,,0
77,77,Bay & Salisbury,BAY ST & SALISBURY ST,43.17142,-77.567318,,,,,,0
78,78,Bay & 7th,BAY ST & 7TH ST,43.170934,-77.581575,,,,,,0
79,79,Bay & 6th,BAY ST & 6TH ST,43.171043,-77.581834,,,,,,0
85,85,Bay & Webster,,43.171232,-77.569779,,,,,,0
86,86,Bay & Wegmans,COUNTY HWY 16 & UNNAMED ST,43.192132,-77.505666,,,,,,0
88,88,Bay & Wendell,BAY ST & WENDELL ST,43.171164,-77.572664,,,,,,0
93,93,Beach & 411 Beach,BEACH AVE & UNNAMED ST,43.262171,-77.614512,,,,,,0
94,94,Beach & 424 Beach,BEACH AVE & HENLEY ST,43.262418,-77.614614,,,,,,0
96,96,Beach & 770 Beach,BEACH AVE & CLOVERDALE ST,43.266689,-77.62256,,,,,,0
97,97,Beach & Alpha,BEACH AVE & ALPHA ST,43.260434,-77.611611,,,,,,0
98,98,Beach & Alpha,BEACH AVE & ALPHA ST,43.260546,-77.611973,,,,,,0
101,101,Beach & Clematis,BEACH AVE & CLEMATIS ST,43.263223,-77.616031,,,,,,0
103,103,Beach & Estes,BEACH AVE & ESTES ST,43.259091,-77.609392,,,,,,0
104,104,Beach & Greenleaf,BEACH AVE & COUNTY HWY 126,43.267205,-77.6237,,,,,,0
105,105,Beach & Greenleaf,COUNTY HWY 128 & COUNTY HWY 126,43.267375,-77.624224,,,,,,0
108,108,Beach & Kirkwood,COUNTY HWY 128 & KIRKWOOD RD,43.271634,-77.637168,,,,,,0
109,109,Beach & Kirkwood,COUNTY HWY 128 & KIRKWOOD RD,43.27151,-77.637527,,,,,,0
110,110,Beach & Moxon,COUNTY HWY 128 & MOXON DR,43.271068,-77.633486,,,,,,0
111,111,Beach & Moxon,COUNTY HWY 128 & MOXON DR,43.271135,-77.633258,,,,,,0
112,112,Beach & Strathmore,COUNTY HWY 128 & STRATHMORE RD,43.271482,-77.634879,,,,,,0
113,113,Beach & Strathmore,COUNTY HWY 128 & STRATHMORE RD,43.271606,-77.634627,,,,,,0
114,114,Beach & Tamarack,BEACH AVE & TAMARACK ST,43.265653,-77.620452,,,,,,0
115,115,Beach & Tamarack,BEACH AVE & TAMARACK ST,43.265651,-77.620685,,,,,,0
116,116,Beach & Welland,BEACH AVE & WELLAND ST,43.264196,-77.617538,,,,,,0
136,136,Blossom & Beresford,BLOSSOM RD & BERESFORD RD,43.149494,-77.548283,,,,,,0
137,137,Blossom & Blossom Circle,STATE RTE 941V & BLOSSOM CIR W,43.149356,-77.530792,,,,,,0
138,138,Blossom & Bobrich,BLOSSOM RD & BOBRICH DR,43.149284,-77.546494,,,,,,0
139,139,Blossom & Clover,STATE RTE 941V & CLOVER ST,43.149279,-77.534998,,,,,,0
140,140,Blossom & Clover,STATE RTE 941V & CLOVER ST,43.149152,-77.535381,,,,,,0
141,141,Blossom & Croydon,BLOSSOM RD & CROYDON RD,43.149411,-77.545985,,,,,,0
144,144,Blossom & Gas Light,STATE RTE 941V & GAS LIGHT LN,43.149245,-77.542874,,,,,,0
145,145,Blossom & Landing,STATE RTE 941V & LANDING RD N,43.149449,-77.528829,,,,,,0
146,146,Blossom & Mercy High,STATE RTE 941V & CLOVER ST,43.149314,-77.537636,,,,,,0
147,147,Blossom & Mercy High,STATE RTE 941V & CLOVER ST,43.149196,-77.53762,,,,,,0
148,148,Blossom & Newcastle,STATE RTE 941V & NEWCASTLE RD,43.1494,-77.544394,,,,,,0
149,149,Blossom & Newcastle,STATE RTE 941V & NEWCASTLE RD,43.149284,-77.544585,,,,,,0
150,150,Blossom & University,,43.149492,-77.564239,,,,,,0
152,152,Blossom & Winton,BLOSSOM RD & WINTON RD N,43.149386,-77.552065,,,,,,0
153,153,Blossom & Winton,BLOSSOM RD & WINTON RD N,43.14952,-77.552148,,,,,,0
154,154,Blossom & Wyatt,STATE RTE 941V & WYATT DR,43.149516,-77.530004,,,,,,0
155,155,Blossom & Yarmouth,,43.149286,-77.547369,,,,,,0
165,165,Britton & Dewey,COUNTY HWY 101 & STATE HWY 18,43.23658,-77.645333,,,,,,0
166,166,Britton & Glenbrook,COUNTY HWY 101 & GLENBROOK RD,43.236501,-77.63998,,,,,,0
167,167,Britton & Laverne,COUNTY HWY 101 & LAVERNE DR,43.236536,-77.643756,,,,,,0
170,170,Britton & Woodhill,COUNTY HWY 101 & WOODHILL DR,43.236418,-77.635397,,,,,,0
174,174,Broad & Allen,STATE HWY 31 & ALLEN ST,43.156653,-77.624345,,,,,,0
175,175,Broad & Allen,STATE HWY 31 & ALLEN ST,43.156353,-77.623853,,,,,,0
176,176,Broad & Brown,,43.158151,-77.625224,,,,,,0
180,180,Broad & Jay,STATE HWY 31 & JAY ST,43.159266,-77.626688,,,,,,0
181,181,Broad & Jay,STATE HWY 31 & JAY ST,43.159537,-77.62733,,,,,,0
182,182,Broad & Lyell,STATE HWY 31 & JAY ST,43.164034,-77.633671,,,,,,0
183,183,Broad & Lyell,STATE HWY 31 & RAMP,43.163803,-77.633644,,,,,,0
184,184,Broad & Main,,43.154491,-77.620907,,,,,,0
185,185,Broad & Main,STATE HWY 31 & STATE HWY 33,43.154735,-77.620776,,,,,,0
187,187,Broad & Orange,STATE HWY 31 & ORANGE ST,43.158961,-77.626274,,,,,,0
190,190,Broad & Romeyn,STATE HWY 31 & ROMEYN ST,43.158745,-77.626182,,,,,,0
191,191,Broad & Saxton,STATE HWY 31 & SAXTON ST,43.162552,-77.632404,,,,,,0
192,192,Broad & Saxton,STATE HWY 31 & SAXTON ST,43.162483,-77.632058,,,,,,0
193,193,Broad & Smith,STATE HWY 31 & SMITH ST,43.160593,-77.628514,,,,,,0
196,196,Broad & Walnut,STATE HWY 31 & WALNUT ST,43.162005,-77.630693,,,,,,0
204,204,3379 Brockport-Spencerport,STATE HWY 31,43.187728,-77.842376,,,,,,0
205,205,3383 Brockport-Spencerport,STATE HWY 31 & ROLLING ACRE DR,43.187906,-77.842797,,,,,,0
207,207,5370 Brockport-Spencerport,STATE HWY 31,43.193407,-77.890974,,,,,,0
208,208,5370 Brockport-Spencerport,STATE HWY 31,43.193299,-77.891147,,,,,,0
209,209,5747 Brockport-Spencerport,STATE HWY 31,43.198139,-77.906617,,,,,,0
210,210,5747 Brockport-Spencerport,STATE HWY 31,43.197978,-77.906505,,,,,,0
211,211,6460 Brockport-Spencerport,STATE HWY 31,43.198259,-77.940381,,,,,,0
212,212,Brockport-Spencerport & Hubbell,STATE HWY 31 & COUNTY HWY 206,43.188774,-77.874221,,,,,,0
213,213,Brockport-Spencerport & Hubbell,STATE HWY 31 & COUNTY HWY 206,43.188622,-77.874418,,,,,,0
214,214,Brockport-Spencerport & McDonalds,STATE HWY 31 & STATE HWY 19,43.198425,-77.941989,,,,,,0
215,215,Brockport-Spencerport & Owens,STATE HWY 31 & OWENS RD,43.198159,-77.922287,,,,,,0
216,216,Brockport-Spencerport & Owens,STATE HWY 31 & OWENS RD,43.19832,-77.922436,,,,,,0
217,217,Brockport-Spencerprt & Salmon Creek,STATE HWY 31 & UNNAMED ST,43.190048,-77.884454,,,,,,0
218,218,Brockport-Spencerprt & Salmon Creek,STATE HWY 31 & COUNTY HWY 246,43.189939,-77.884738,,,,,,0
219,219,Brockport-Spencrprt & Sweden Walker,STATE HWY 31 & COUNTY HWY 242,43.198068,-77.899679,,,,,,0
220,220,Brockport-Spencrprt & Sweden Walker,STATE HWY 31 & COUNTY HWY 242,43.197907,-77.899616,,,,,,0
223,223,Brockport-Spencerport & Transit,STATE HWY 31 & TRANSIT WAY,43.198381,-77.932281,,,,,,0
224,224,Brockport-Spencerport & Transit,STATE HWY 31 & TRANSIT WAY,43.198228,-77.932564,,,,,,0
225,225,Brockport-Spencerport & Trimmer,STATE HWY 31 & TRIMMER RD,43.186918,-77.82333,,,,,,0
226,226,Brockport-Spencerport & Trimmer,STATE HWY 31 & TRIMMER RD,43.187088,-77.82338,,,,,,0
227,227,Brockport-Spencerport & Washington,STATE HWY 31 & COUNTY HWY 212,43.188141,-77.854273,,,,,,0
228,228,Brockport-Spencerport & Washington,STATE HWY 31 & COUNTY HWY 212,43.188285,-77.853816,,,,,,0
229,229,Brooks & 1214 Brooks,STATE HWY 204 & AIRPORT RD,43.130876,-77.669022,,,,,,0
232,232,Brooks & Barge Canal,STATE HWY 204 & RAMP,43.130817,-77.658501,,,,,,0
234,234,Brooks & Buell,STATE HWY 204 & COUNTY HWY 162,43.1309,-77.665511,,,,,,0
236,236,Brooks & Burlington,BROOKS AVE & BURLINGTON AVE,43.131043,-77.646532,,,,,,0
237,237,Brooks & Chandler,BROOKS AVE & CHANDLER ST,43.130946,-77.643467,,,,,,0
238,238,Brooks & Evangeline,BROOKS AVE & EVANGELINE ST,43.131118,-77.641775,,,,,,0
239,239,Brooks & Evangeline,,43.130948,-77.641826,,,,,,0
240,240,Brooks & Fairview,BROOKS AVE & FAIRVIEW AVE,43.130903,-77.650282,,,,,,0
241,241,Brooks & Genesee,BROOKS AVE & GENESEE ST,43.130995,-77.63656,,,,,,0
242,242,Brooks & Genesee Park,BROOKS AVE & GENESEE PARK BLVD,43.130832,-77.653798,,,,,,0
243,243,Brooks & Genesee Park,BROOKS AVE & GENESEE PARK BLVD,43.130961,-77.653465,,,,,,0
244,244,Brooks & Kron,BROOKS AVE & KRON ST,43.130997,-77.640864,,,,,,0
245,245,Brooks Landing,BROOKS AVE & GENESEE ST,43.131152,-77.636895,,,,,,0
246,246,Brooks & Maxwell,BROOKS AVE & MAXWELL AVE,43.131073,-77.644663,,,,,,0
247,247,Brooks & Millbank,BROOKS AVE & MILLBANK ST,43.131124,-77.639509,,,,,,0
248,248,Brooks & Paige,BROOKS AVE & PAIGE ST,43.130998,-77.638911,,,,,,0
249,249,Brooks & Post,BROOKS AVE & POST AVE,43.130935,-77.647748,,,,,,0
250,250,Brooks & Post,BROOKS AVE & POST AVE,43.131047,-77.64757,,,,,,0
251,251,Brooks & Route 390,STATE HWY 204 & RAMP,43.13097,-77.658943,,,,,,0
252,252,Brooks & Stanfield,BROOKS AVE & GILLETTE ST,43.131044,-77.64923,,,,,,0
253,253,Brooks & Thurston,BROOKS AVE & THURSTON RD,43.130999,-77.650468,,,,,,0
254,254,Brooks & Wegmans Dist Ctr,,43.130646,-77.67679,,,,,,0
255,255,Brooks & Westfield,,43.130957,-77.655108,,,,,,0
256,256,Brooks & Woodbine,BROOKS AVE & WOODBINE AVE,43.130944,-77.645393,,,,,,0
260,260,Browncroft & Browncroft Townhouses,STATE HWY 286 & UNNAMED ST,43.157625,-77.537771,,,,,,0
262,262,Browncroft & Newcastle,BROWNCROFT BLVD & NEWCASTLE RD,43.157423,-77.541849,,,,,,0
265,265,Buffalo & 1150 Buffalo,STATE HWY 33 & UNNAMED ST,43.150033,-77.682164,,,,,,0
266,266,Buffalo & 1150 Buffalo,STATE HWY 33 & UNNAMED ST,43.149905,-77.68217,,,,,,0
267,267,Buffalo & 1672 Buffalo,STATE HWY 33 & UNNAMED ST,43.149943,-77.696018,,,,,,0
268,268,Buffalo & 1931 Buffalo,STATE HWY 33 & BUFFALO RD,43.149104,-77.703488,,,,,,0
269,269,Buffalo & 2200 Buffalo,STATE HWY 33 & COUNTY HWY 160,43.147539,-77.709868,,,,,,0
270,270,Buffalo & 535 Buffalo,STATE HWY 33 & COUNTY HWY 160,43.150353,-77.663803,,,,,,0
271,271,Buffalo & 535 Buffalo,STATE HWY 33 & COUNTY HWY 160,43.150313,-77.663599,,,,,,0
276,276,Buffalo & Columbus,STATE HWY 33 & RELLIM BLVD,43.149801,-77.693426,,,,,,0
277,277,Buffalo & Crestwood,STATE HWY 33 & CRESTWOOD BLVD,43.149994,-77.687507,,,,,,0
278,278,Buffalo & Crestwood,STATE HWY 33 & CRESTWOOD BLVD,43.149858,-77.687816,,,,,,0
279,279,Buffalo & Davy,STATE HWY 33 & DAVY DR,43.144484,-77.725051,,,,,,0
280,280,Buffalo & Dearcop,STATE HWY 33 & DEARCOP DR,43.149901,-77.677081,,,,,,0
281,281,Buffalo & Dearcop,STATE HWY 33 & DEARCOP DR,43.150042,-77.677055,,,,,,0
282,282,Buffalo & 1941 Buffalo,STATE HWY 33 & COUNTY HWY 160,43.149342,-77.703263,,,,,,0
283,283,Buffalo & Elmgrove,STATE HWY 33 & ELMGROVE ROAD EXT,43.143992,-77.731823,,,,,,0
284,284,Buffalo & Elmgrove,STATE HWY 33 & ELMGROVE ROAD EXT,43.143874,-77.731672,,,,,,0
287,287,Buffalo & Green Acre,STATE HWY 33 & GREEN ACRE LN,43.149894,-77.698972,,,,,,0
288,288,Buffalo & Green Acre,STATE HWY 33 & GREEN ACRE LN,43.149766,-77.699194,,,,,,0
290,290,Buffalo & Howard,STATE HWY 33 & STATE RTE 940L,43.149976,-77.690454,,,,,,0
291,291,Buffalo & Howard,STATE HWY 33 & STATE RTE 940L,43.149847,-77.690019,,,,,,0
295,295,Buffalo & McKee,STATE HWY 33 & MCKEE RD,43.150045,-77.668057,,,,,,0
296,296,Buffalo & McKee,STATE HWY 33 & MCKEE RD,43.149912,-77.667813,,,,,,0
298,298,Buffalo & Mt Read,STATE HWY 33 & MILLER DR,43.151915,-77.660652,,,,,,0
304,304,Buffalo & Rellim,STATE HWY 33 & RELLIM BLVD,43.149954,-77.693802,,,,,,0
306,306,Buffalo & Trabold,STATE HWY 33 & TRABOLD RD,43.144283,-77.72627,,,,,,0
311,311,Buffalo & Wegman,STATE HWY 33 & COUNTY HWY 156,43.146921,-77.711534,,,,,,0
312,312,Buffalo & Westmar Plaza,STATE HWY 33 & COUNTY HWY 160,43.147919,-77.7085,,,,,,0
313,313,Bushnells Basin Park & Ride,SILVER PINES DR & BAY RD,43.056973,-77.472151,,,,,,0
314,314,Byron & Clinton,STATE HWY 15 & CLINTON AVE S,43.148416,-77.604441,,,,,,0
318,318,Cairn & 2 Cairn,CAIRN ST & SYMINGTON PL,43.148652,-77.660586,,,,,,0
320,320,Cairn & 15 Cairn,CAIRN ST & SYMINGTON PL,43.144969,-77.663927,,,,,,0
326,326,Calkins & 475 Calkins,COUNTY HWY 39 & COLUMBUS DR,43.068293,-77.625441,,,,,,0
335,335,Calkins & Gloucester,COUNTY HWY 39 & GLOUCESTER CIR,43.068587,-77.6122,,,,,,0
336,336,Calkins & Gloucester,COUNTY HWY 39 & GLOUCESTER CIR,43.068804,-77.61103,,,,,,0
337,337,Calkins & Memorial,COUNTY HWY 39 & MEMORIAL DR,43.0684,-77.6177,,,,,,0
338,338,Calkins & Strawberry Hill,COUNTY HWY 39 & STRAWBERRY HILL RD,43.068588,-77.620223,,,,,,0
339,339,Calkins & Town Hall,COUNTY HWY 39 & COLUMBUS DR,43.068483,-77.624966,,,,,,0
352,352,Carter & 997 Carter,CARTER ST & REXFORD ST,43.196252,-77.592304,,,,,,0
354,354,Carter & Brambury,CARTER ST & BRAMBURY DR,43.194988,-77.59223,,,,,,0
355,355,Carter & Norton,,43.187274,-77.59183,,,,,,0
357,357,Carter & Rexford,CARTER ST & REXFORD ST,43.190455,-77.591984,,,,,,0
359,359,Carter & Wilson Health Ctr,CARTER ST & DRIVEWAY,43.191621,-77.592023,,,,,,0
362,362,Chalford & Forgham,CHALFORD RD & FORGHAM RD,43.238149,-77.633003,,,,,,0
366,366,Chestnut & Andrews,,43.160793,-77.603089,,,,,,0
367,367,Chestnut & Johnson,STATE HWY 31 & JOHNSON PL,43.152138,-77.602443,,,,,,0
370,370,Chestnut & Main,N CHESTNUT ST & MAIN ST E,43.157865,-77.602382,,,,,,0
374,374,Chestnut & University,N CHESTNUT ST & PLEASANT ST,43.160877,-77.602854,,,,,,0
375,375,Chestnut & Woodbury,CHESTNUT ST & STATE HWY 31,43.153218,-77.60296,,,,,,0
383,383,Child & Campbell,CHILD ST & CAMPBELL ST,43.157525,-77.638931,,,,,,0
384,384,Child & Campbell,CHILD ST & CAMPBELL ST,43.157283,-77.638757,,,,,,0
385,385,Child & Jay,CHILD ST & JAY ST,43.159085,-77.638909,,,,,,0
386,386,Child & Maple,CHILD ST & MAPLE ST,43.155378,-77.638926,,,,,,0
388,388,Chili & 2648 Chili,STATE HWY 33A & MAPLE ST,43.125457,-77.703994,,,,,,0
389,389,Chili & 2669 Chili,STATE HWY 33A & LEXINGTON PKWY,43.124189,-77.706578,,,,,,0
392,392,Chili & 2782 Chili,STATE HWY 33A & MARSHALL RD,43.120534,-77.714171,,,,,,0
395,395,Chili & 3235 Chili,STATE HWY 33A & OLD SCOTTSVILLE CHILI RD,43.104515,-77.751373,,,,,,0
396,396,Chili & Route 390 Off Ramp,STATE HWY 33A & I 390 S,43.138672,-77.670238,,,,,,0
399,399,Chili & Archer,STATE HWY 33A & ARCHER RD,43.113649,-77.732748,,,,,,0
400,400,Chili & Ardmore,STATE HWY 33A & ARDMORE ST,43.149564,-77.638342,,,,,,0
401,401,Chili & Ardmore,STATE HWY 33A & ARDMORE ST,43.149758,-77.638119,,,,,,0
405,405,Chili & Bright Oaks,STATE HWY 33A & BRIGHT OAKS DR,43.116057,-77.727742,,,,,,0
407,407,Chili & Old Beahan,STATE HWY 33A & OLD BEAHAN RD,43.132105,-77.686209,,,,,,0
409,409,Chili & Buell,STATE HWY 33A & BRYN MAWR RD,43.139859,-77.6674,,,,,,0
410,410,Chili & Buell,STATE HWY 33A & BRYN MAWR RD,43.139911,-77.666658,,,,,,0
413,413,Chili & Chestnut,STATE HWY 33A & CHESTNUT DR,43.11761,-77.720728,,,,,,0
414,414,Chili & Chestnut,STATE HWY 33A & CHESTNUT DR,43.117684,-77.72088,,,,,,0
415,415,Chili & Chi Mar,STATE HWY 33A & CHI MAR DR,43.119048,-77.717527,,,,,,0
416,416,Chili & Depew,STATE HWY 33A & DEPEW ST,43.144638,-77.653267,,,,,,0
417,417,Chili & Dorstone,STATE HWY 33A & DORSTONE RD,43.133292,-77.684649,,,,,,0
419,419,Chili & Douglas,STATE HWY 33A & DOUGLAS DR,43.118748,-77.717971,,,,,,0
420,420,Chili & Elham,STATE HWY 33A & ELHAM RD,43.133317,-77.684049,,,,,,0
421,421,Chili & Fessenden,STATE HWY 33A & FESSENDEN ST,43.142086,-77.660765,,,,,,0
422,422,Chili & Fisher,STATE HWY 33A & FISHER RD,43.130146,-77.693284,,,,,,0
423,423,Chili & Fisher,STATE HWY 33A & FISHER RD,43.130256,-77.693765,,,,,,0
425,425,Chili & Genesee Park,STATE HWY 33A & GENESEE PARK BLVD,43.142596,-77.658928,,,,,,0
426,426,Chili & Genesee Park,STATE HWY 33A & GENESEE PARK BLVD,43.143174,-77.657606,,,,,,0
427,427,Chili & Grenell,STATE HWY 33A & GRENELL DR,43.109239,-77.741722,,,,,,0
429,429,Chili & Hinchey,STATE HWY 33A & COUNTY HWY 237,43.13852,-77.67144,,,,,,0
431,431,Chili & Hobart,STATE HWY 33A & HOBART ST,43.146254,-77.648447,,,,,,0
432,432,Chili & Howard,STATE HWY 33A & COUNTY HWY 164,43.13107,-77.689356,,,,,,0
433,433,Chili & Jasmine,STATE HWY 33A & JASMINE RD,43.137462,-77.67448,,,,,,0
435,435,Chili & Kernwood,STATE HWY 33A & KERNWOOD DR,43.128476,-77.697294,,,,,,0
437,437,Chili & Lettington,STATE HWY 33A & LETTINGTON AVE,43.135569,-77.680093,,,,,,0
438,438,Chili & Lettington,STATE HWY 33A & LETTINGTON AVE,43.135491,-77.679669,,,,,,0
440,440,Chili & Lexington,STATE HWY 33A & LEXINGTON PKWY,43.124068,-77.706528,,,,,,0
441,441,Chili & Lincoln,STATE HWY 33A & LINCOLN AVE,43.143851,-77.655609,,,,,,0
444,444,Chili & Marshall,STATE HWY 33A & MARSHALL RD,43.119848,-77.71529,,,,,,0
449,449,Chili & Paul,STATE HWY 33A & STATE HWY 252A,43.107528,-77.745102,,,,,,0
450,450,Chili & Paul,STATE HWY 33A & STATE HWY 252A,43.105767,-77.749162,,,,,,0
451,451,Chili & Pearwood,STATE HWY 33A & PEARWOOD RD,43.137883,-77.672506,,,,,,0
452,452,Chili & Pikuet,STATE HWY 33A & PIKUET DR,43.107876,-77.744392,,,,,,0
453,453,Chili & Pixley,STATE HWY 33A & COUNTY HWY 160,43.122564,-77.709646,,,,,,0
454,454,Chili & Pixley,STATE HWY 33A & COUNTY HWY 160,43.122851,-77.709382,,,,,,0
455,455,Chili & Post,STATE HWY 33A & POST AVE,43.1462,-77.648228,,,,,,0
457,457,Chili & Rugby,STATE HWY 33A & RUGBY AVE,43.148009,-77.643242,,,,,,0
458,458,Chili & Rugby,STATE HWY 33A & RUGBY AVE,43.147723,-77.643812,,,,,,0
460,460,Chili & Salina,STATE HWY 33A & SALINA ST,43.144833,-77.652278,,,,,,0
464,464,Chili & Stewart,STATE HWY 33A & STEWART DR,43.136826,-77.676381,,,,,,0
465,465,Chili & Thorndale,STATE HWY 33A & THORNDALE TER,43.146966,-77.646306,,,,,,0
466,466,Chili & Thurston,STATE HWY 33A & THURSTON RD,43.145464,-77.650768,,,,,,0
467,467,Chili & Thurston,STATE HWY 33A & THURSTON RD,43.145149,-77.651307,,,,,,0
471,471,Chili & Kernwood,STATE HWY 33A & KERNWOOD DR,43.128789,-77.697181,,,,,,0
472,472,Chili & Wegmans Market,STATE HWY 33A & WEGMANS MARKET ST,43.125444,-77.703539,,,,,,0
473,473,Chili & Wellington,STATE HWY 33A & WELLINGTON AVE,43.148671,-77.640953,,,,,,0
474,474,Chili & Wellington,STATE HWY 33A & WELLINGTON AVE,43.148842,-77.640767,,,,,,0
475,475,Chili & Westfield,STATE HWY 33A & WESTFIELD ST,43.141464,-77.662606,,,,,,0
476,476,Chili & Westfield,,43.141248,-77.662673,,,,,,0
477,477,Chili & Brooks,STATE HWY 33A & STATE HWY 204,43.132118,-77.686749,,,,,,0
478,478,Chili & Westgate,STATE HWY 33A & WESTGATE TER,43.143591,-77.655993,,,,,,0
481,481,Chili & Woodbine,STATE HWY 33A & WOODBINE AVE,43.146935,-77.646032,,,,,,0
494,494,Church & Hulburt,STATE HWY 31F & HULBURT AVE,43.098976,-77.452243,,,,,,0
495,495,Church & Main,STATE HWY 31F & STATE HWY 250,43.098474,-77.442739,,,,,,0
497,497,Church & Nelson,STATE HWY 31F & NELSON ST,43.099043,-77.452029,,,,,,0
499,499,Church & Potter,STATE HWY 31F & POTTER PL,43.098584,-77.447091,,,,,,0
501,501,Church & West,CHURCH ST & WEST AVE,43.191848,-77.802166,,,,,,0
502,502,Church & West,STATE HWY 31F & WEST ST,43.098703,-77.446244,,,,,,0
503,503,Clarissa & Greig,CLARISSA ST & GREIG ST,43.144862,-77.616056,,,,,,0
504,504,Clifford & Alford,CLIFFORD AVE & ALFORD ST,43.175963,-77.569616,,,,,,0
505,505,Clifford & Baycliff,CLIFFORD AVE & BAYCLIFF DR,43.175956,-77.573858,,,,,,0
506,506,Clifford & Baycliff,CLIFFORD AVE & BAYCLIFF DR,43.175826,-77.574081,,,,,,0
507,507,Clifford & Bedford,CLIFFORD AVE & BEDFORD ST,43.176099,-77.565761,,,,,,0
510,510,Clifford & Coleman,,43.175519,-77.584826,,,,,,0
511,511,Culver & Clifford,CLIFFORD AVE & ROSEVIEW AVE,43.176423,-77.558185,,,,,,0
516,516,Clifford & Ferncliffe,CLIFFORD AVE & 6TH ST,43.175698,-77.582435,,,,,,0
517,517,Clifford & Garnet,CLIFFORD AVE & GARNET ST,43.175664,-77.579806,,,,,,0
519,519,Clifford & Goodman,CLIFFORD AVE & GOODMAN ST N,43.175888,-77.575777,,,,,,0
520,520,Clifford & Goodman,,43.175753,-77.57632,,,,,,0
521,521,Clifford & Greenlane,CLIFFORD AVE & BEDFORD ST,43.17619,-77.56534,,,,,,0
522,522,Clifford & Hollister,,43.17532,-77.592738,,,,,,0
523,523,Clifford & Jerold,CLIFFORD AVE & JEROLD ST,43.175772,-77.580414,,,,,,0
